zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259007301.0,Francis Hopkinson Elementary,33.780469000000004,-118.087304,Elementary,public,97.51,25.9,701.0,8.7,1.43,10.41,22.54,56.78,8.7,0.14
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259006163.0,Jack L. Weaver Elementary,33.790002,-118.085466,Elementary,public,98.86,25.6,693.0,4.5,2.16,39.54,17.89,33.91,5.63,0.87
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259007303.0,Los Alamitos Elementary,33.805806,-118.062729,Elementary,public,89.67,25.7,694.0,29.3,5.33,17.15,35.16,30.84,10.66,0.86
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259007304.0,Los Alamitos High,33.81109,-118.06999499999999,High,public,91.11,26.8,3235.0,13.8,3.49,14.71,24.33,50.97,5.56,0.94
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259004805.0,Oak Middle,33.805974,-118.07643600000002,Middle,public,93.25,27.7,1142.0,13.8,2.45,13.22,28.9,47.99,6.65,0.79
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259000794.0,Richard Henry Lee Elementary,33.796240000000004,-118.08276000000001,Elementary,public,96.72,26.4,660.0,14.4,1.06,14.85,33.18,39.39,10.45,1.07
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259007307.0,Rossmoor Elementary,33.792856,-118.07736299999999,Elementary,public,95.83,26.4,660.0,13.2,2.58,10.91,27.27,49.55,9.24,0.45
90720,29.0,20.9,29.1,50551.0,LOS ALAMITOS MEDICAL CENTER,"3751 KATELLA AVENUE LOS ALAMITOS, CA 90720 (33.803175, -118.067413)",CA,ORANGE,"95,631","22,318",42.4,65.0,1.7,11.7,15.5,6.1,62259007306.0,Sharon Christa McAuliffe Middle,33.80985,-118.06147,Middle,public,95.61,26.5,1254.0,14.6,2.47,19.3,22.81,49.2,5.42,0.8
92655,29.0,50.4,57.8,,,,,,"45,568","8,846",36.5,20.4,0.1,47.7,28.5,3.3,64215006904.0,Demille Elementary,33.739041,-117.98581100000001,Elementary,public,56.77,23.3,479.0,86.0,0.21,44.47,50.31,4.18,0.42,0.41
92655,29.0,50.4,57.8,,,,,,"45,568","8,846",36.5,20.4,0.1,47.7,28.5,3.3,64215002349.0,Jessie Hayden Elementary,33.747783,-117.975936,Elementary,public,82.53,24.4,806.0,79.5,0.37,64.27,29.4,3.85,1.74,0.37
92655,29.0,50.4,57.8,,,,,,"45,568","8,846",36.5,20.4,0.1,47.7,28.5,3.3,62814004347.0,Star View Elementary,33.734851,-117.98236399999999,Elementary,public,79.39,24.2,509.0,47.9,1.18,54.03,23.18,19.25,1.77,0.59
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,60744000686.0,Castille Elementary,33.614509000000005,-117.657949,Elementary,public,86.75,28.2,565.0,12.4,1.42,6.73,19.65,62.65,9.56,0.0
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005293.0,Cordillera Elementary,33.609623,-117.67648999999999,Elementary,public,68.67,25.4,585.0,35.7,2.05,9.57,40.68,40.68,6.32,0.7
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005295.0,De Portola Elementary,33.601805999999996,-117.65873700000002,Elementary,public,93.08,28.4,540.0,7.0,0.37,11.67,16.11,63.89,7.59,0.37
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005294.0,Del Cerro Elementary,33.607734,-117.681067,Elementary,public,72.55,26.9,482.0,27.0,1.04,14.32,29.67,44.81,9.34,0.82
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386007341.0,Del Lago Elementary,33.647867,-117.65619299999999,Elementary,public,54.74,26.6,533.0,26.1,1.31,9.38,36.96,45.59,6.75,0.01
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386003468.0,Foothill Ranch Elementary,33.682212,-117.661503,Elementary,public,87.01,28.0,1148.0,11.4,1.13,27.35,14.72,45.3,11.41,0.09
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005299.0,Glen Yermo Elementary,33.629227,-117.66826699999999,Elementary,public,46.36,28.5,457.0,57.1,1.53,6.78,61.71,21.88,7.66,0.44
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005301.0,La Paz Intermediate,33.597476,-117.66776399999999,Middle,public,87.1,24.3,920.0,20.4,0.76,8.8,26.41,56.2,7.72,0.11
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005304.0,Linda Vista Elementary,33.595665999999994,-117.66623600000001,Elementary,public,32.52,25.7,360.0,81.1,1.67,3.33,79.17,13.06,2.5,0.27
92691,28.0,15.2,20.7,50567.0,MISSION HOSPITAL REGIONAL MED CENTER,"27700 MEDICAL CENTER RD MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005306.0,Los Alisos Intermediate,33.617039,-117.69065900000001,Middle,public,65.5,21.9,915.0,47.3,0.87,8.31,59.56,28.09,3.06,0.11
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,60744000686.0,Castille Elementary,33.614509000000005,-117.657949,Elementary,public,86.75,28.2,565.0,12.4,1.42,6.73,19.65,62.65,9.56,0.0
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005293.0,Cordillera Elementary,33.609623,-117.67648999999999,Elementary,public,68.67,25.4,585.0,35.7,2.05,9.57,40.68,40.68,6.32,0.7
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005295.0,De Portola Elementary,33.601805999999996,-117.65873700000002,Elementary,public,93.08,28.4,540.0,7.0,0.37,11.67,16.11,63.89,7.59,0.37
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005294.0,Del Cerro Elementary,33.607734,-117.681067,Elementary,public,72.55,26.9,482.0,27.0,1.04,14.32,29.67,44.81,9.34,0.82
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386007341.0,Del Lago Elementary,33.647867,-117.65619299999999,Elementary,public,54.74,26.6,533.0,26.1,1.31,9.38,36.96,45.59,6.75,0.01
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386003468.0,Foothill Ranch Elementary,33.682212,-117.661503,Elementary,public,87.01,28.0,1148.0,11.4,1.13,27.35,14.72,45.3,11.41,0.09
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005299.0,Glen Yermo Elementary,33.629227,-117.66826699999999,Elementary,public,46.36,28.5,457.0,57.1,1.53,6.78,61.71,21.88,7.66,0.44
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005301.0,La Paz Intermediate,33.597476,-117.66776399999999,Middle,public,87.1,24.3,920.0,20.4,0.76,8.8,26.41,56.2,7.72,0.11
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005304.0,Linda Vista Elementary,33.595665999999994,-117.66623600000001,Elementary,public,32.52,25.7,360.0,81.1,1.67,3.33,79.17,13.06,2.5,0.27
92691,28.0,15.2,20.7,53306.0,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO, CA 92691",CA,ORANGE,"93,713","50,287",42.9,68.3,1.4,7.3,19.0,4.0,63386005306.0,Los Alisos Intermediate,33.617039,-117.69065900000001,Middle,public,65.5,21.9,915.0,47.3,0.87,8.31,59.56,28.09,3.06,0.11
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744003361.0,Bathgate Elementary,33.580602,-117.64899299999999,Elementary,public,86.82,30.8,648.0,13.4,0.77,9.88,19.91,56.64,12.5,0.3
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744000685.0,Capistrano Valley High,33.542765,-117.671217,High,public,85.19,26.1,2141.0,22.5,0.84,7.85,29.89,54.18,6.87,0.37
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744000691.0,Carl Hankey Elementary,33.569795,-117.655396,Elementary,public,66.43,28.6,373.0,41.6,0.8,6.43,43.7,42.09,6.43,0.55
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744012093.0,Carl Hankey Middle,33.569571999999994,-117.65500800000001,Middle,public,83.37,19.6,237.0,27.4,2.11,11.39,32.49,51.05,2.11,0.85
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744007270.0,Newhart Middle,33.599065,-117.651482,Middle,public,90.37,23.2,1189.0,18.7,0.93,9.08,23.72,58.7,7.49,0.08
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744012855.0,Oxford Preparatory Academy - South Orange County,33.629195,-117.658375,Elementary,charter,97.78,27.8,816.0,8.7,0.86,11.64,16.67,60.05,10.29,0.49
92692,27.0,11.8,17.3,,,,,,"102,045","48,485",43.7,72.2,1.5,9.0,13.3,4.0,60744009745.0,Philip J. Reilly Elementary/Special Education,33.614616,-117.63406599999999,Elementary,public,88.09,25.7,490.0,9.6,0.82,9.18,16.53,61.84,11.22,0.41
92657,29.0,8.9,21.3,,,,,,"163,486","9,947",47.2,73.5,0.0,17.6,4.6,4.3,62724008544.0,Newport Coast Elementary,33.606165000000004,-117.825829,Elementary,public,95.69,25.4,559.0,3.4,0.89,19.14,7.69,62.79,8.59,0.9
92660,23.0,11.2,31.8,,,,,,"112,008","36,406",43.7,80.9,0.6,8.6,8.2,1.7,62724004109.0,Corona del Mar High,33.633584,-117.876928,High,public,89.56,27.6,2631.0,6.0,1.18,9.65,7.11,79.17,2.32,0.57
92660,23.0,11.2,31.8,,,,,,"112,008","36,406",43.7,80.9,0.6,8.6,8.2,1.7,62724008244.0,Eastbluff Elementary,33.641718,-117.879687,Elementary,public,92.57,21.5,409.0,12.2,0.24,8.07,11.98,71.15,8.07,0.49
92660,23.0,11.2,31.8,,,,,,"112,008","36,406",43.7,80.9,0.6,8.6,8.2,1.7,62724004120.0,Mariners Elementary,33.631541999999996,-117.90451200000001,Elementary,public,93.44,25.3,734.0,12.8,0.68,3.95,13.35,76.02,5.72,0.28
92660,23.0,11.2,31.8,,,,,,"112,008","36,406",43.7,80.9,0.6,8.6,8.2,1.7,62724004104.0,Roy O. Andersen Elementary,33.621247,-117.85609,Elementary,public,97.7,24.3,365.0,3.8,0.27,3.01,6.85,81.92,7.67,0.28
92661,25.0,12.0,34.3,,,,,,"93,099","3,426",50.6,85.5,0.0,3.0,5.8,5.7,62724004123.0,Newport Elementary,33.606066,-117.918609,Elementary,public,90.91,23.1,462.0,11.5,0.43,1.73,15.58,76.62,5.41,0.23
92662,19.0,11.1,31.6,,,,,,"82,857","2,799",53.2,94.0,0.0,0.6,4.9,0.5,,,,,,,,,,,,,,,,
92663,27.0,12.2,35.9,50224.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"ONE HOAG DRIVE NEWPORT BEACH, CA 92663",CA,ORANGE,"86,967","21,657",39.8,82.0,0.7,3.8,9.8,3.7,62724004113.0,Horace Ensign Intermediate,33.619521,-117.916569,Middle,public,80.36,27.0,1182.0,36.4,0.85,4.23,34.77,58.12,1.78,0.25
92663,27.0,12.2,35.9,50224.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"ONE HOAG DRIVE NEWPORT BEACH, CA 92663",CA,ORANGE,"86,967","21,657",39.8,82.0,0.7,3.8,9.8,3.7,62724004124.0,Newport Harbor High,33.623543,-117.912667,High,public,79.03,27.8,2378.0,32.5,0.71,3.07,35.32,58.79,1.56,0.55
92663,27.0,12.2,35.9,50224.0,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,"ONE HOAG DRIVE NEWPORT BEACH, CA 92663",CA,ORANGE,"86,967","21,657",39.8,82.0,0.7,3.8,9.8,3.7,62724004125.0,Newport Heights Elementary,33.627859,-117.919758,Elementary,public,83.69,25.4,636.0,26.7,0.63,4.25,23.27,63.36,8.33,0.16
92625,22.0,10.2,27.0,,,,,,"125,735","12,323",50.1,82.7,0.0,4.9,9.3,3.1,62724000755.0,Abraham Lincoln Elementary,33.610349,-117.86090700000001,Elementary,public,89.66,22.3,513.0,11.5,1.17,13.26,11.89,65.3,8.38,-0.0
92625,22.0,10.2,27.0,,,,,,"125,735","12,323",50.1,82.7,0.0,4.9,9.3,3.1,62724004115.0,Harbor View Elementary,33.603015,-117.869497,Elementary,public,94.16,24.8,423.0,5.2,0.24,4.49,13.71,74.47,7.09,0.0
92865,27.0,24.6,32.3,,,,,,"85,251","20,993",35.3,49.1,1.1,12.2,35.7,1.9,62865004429.0,Fletcher Elementary,33.830069,-117.85768200000001,Elementary,public,41.0,22.8,411.0,44.8,0.73,19.95,53.77,18.98,5.6,0.97
92865,27.0,24.6,32.3,,,,,,"85,251","20,993",35.3,49.1,1.1,12.2,35.7,1.9,62865008245.0,Olive Elementary,33.83925,-117.84393700000001,Elementary,public,36.86,28.7,417.0,56.8,2.64,5.52,67.87,17.75,5.28,0.94
92865,27.0,24.6,32.3,,,,,,"85,251","20,993",35.3,49.1,1.1,12.2,35.7,1.9,62865004454.0,Taft Elementary,33.818045,-117.84356100000001,Elementary,public,29.39,29.5,635.0,82.5,0.31,1.73,92.28,5.2,0.31,0.17
92866,23.0,41.9,50.6,53308.0,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,"393 S TUSTIN STREET ORANGE, CA 92866 (33.782772, -117.835745)",CA,ORANGE,"62,589","15,388",33.6,49.6,0.9,3.6,43.9,2.0,62865004420.0,Cambridge Elementary,33.794053999999996,-117.84363799999998,Elementary,public,21.22,26.9,539.0,74.6,0.37,1.3,84.79,12.06,1.48,-0.0
92866,23.0,41.9,50.6,53308.0,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,"393 S TUSTIN STREET ORANGE, CA 92866 (33.782772, -117.835745)",CA,ORANGE,"62,589","15,388",33.6,49.6,0.9,3.6,43.9,2.0,62865004442.0,Palmyra Elementary,33.78502,-117.83927,Elementary,public,46.41,22.0,437.0,72.3,0.92,4.12,81.24,11.67,2.06,0.0
92867,26.0,24.1,31.4,,,,,,"78,072","44,545",35.4,49.0,0.8,11.7,36.0,2.5,62865004419.0,California Elementary,33.805595000000004,-117.84161499999999,Elementary,public,23.31,27.8,612.0,88.7,0.65,0.49,94.61,3.76,0.33,0.16
92868,24.0,44.0,52.7,53304.0,CHILDREN'S HOSPITAL OF ORANGE COUNTY,"1201 W LA VETA AVE ORANGE, CA 92868 (33.78033, -117.86496)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004446.0,Portola Middle,33.790056,-117.86807900000001,Middle,public,27.95,22.1,694.0,79.3,1.59,7.35,84.29,5.33,1.01,0.43
92868,24.0,44.0,52.7,53304.0,CHILDREN'S HOSPITAL OF ORANGE COUNTY,"1201 W LA VETA AVE ORANGE, CA 92868 (33.78033, -117.86496)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004453.0,Sycamore Elementary,33.792671999999996,-117.86730700000001,Elementary,public,30.17,25.9,415.0,74.9,1.69,3.61,88.67,3.37,1.69,0.97
92868,24.0,44.0,52.7,53304.0,CHILDREN'S HOSPITAL OF ORANGE COUNTY,"1201 W LA VETA AVE ORANGE, CA 92868 (33.78033, -117.86496)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004458.0,West Orange Elementary,33.785129,-117.86510600000001,Elementary,public,42.65,26.1,419.0,68.3,1.43,4.06,82.58,9.07,2.63,0.23
92868,24.0,44.0,52.7,50348.0,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,"101 CITY DRIVE SOUTH ORANGE, CA 92868 (33.780111, -117.894303)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004446.0,Portola Middle,33.790056,-117.86807900000001,Middle,public,27.95,22.1,694.0,79.3,1.59,7.35,84.29,5.33,1.01,0.43
92868,24.0,44.0,52.7,50348.0,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,"101 CITY DRIVE SOUTH ORANGE, CA 92868 (33.780111, -117.894303)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004453.0,Sycamore Elementary,33.792671999999996,-117.86730700000001,Elementary,public,30.17,25.9,415.0,74.9,1.69,3.61,88.67,3.37,1.69,0.97
92868,24.0,44.0,52.7,50348.0,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,"101 CITY DRIVE SOUTH ORANGE, CA 92868 (33.780111, -117.894303)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004458.0,West Orange Elementary,33.785129,-117.86510600000001,Elementary,public,42.65,26.1,419.0,68.3,1.43,4.06,82.58,9.07,2.63,0.23
92868,24.0,44.0,52.7,50069.0,ST JOSEPH HOSPITAL,"1100 WEST STEWART DR ORANGE, CA 92868 (33.782399, -117.866093)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004446.0,Portola Middle,33.790056,-117.86807900000001,Middle,public,27.95,22.1,694.0,79.3,1.59,7.35,84.29,5.33,1.01,0.43
92868,24.0,44.0,52.7,50069.0,ST JOSEPH HOSPITAL,"1100 WEST STEWART DR ORANGE, CA 92868 (33.782399, -117.866093)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004453.0,Sycamore Elementary,33.792671999999996,-117.86730700000001,Elementary,public,30.17,25.9,415.0,74.9,1.69,3.61,88.67,3.37,1.69,0.97
92868,24.0,44.0,52.7,50069.0,ST JOSEPH HOSPITAL,"1100 WEST STEWART DR ORANGE, CA 92868 (33.782399, -117.866093)",CA,ORANGE,"63,610","28,148",31.7,30.2,1.9,14.6,51.5,1.8,62865004458.0,West Orange Elementary,33.785129,-117.86510600000001,Elementary,public,42.65,26.1,419.0,68.3,1.43,4.06,82.58,9.07,2.63,0.23
92869,27.0,19.9,27.1,50745.0,CHAPMAN GLOBAL MEDICAL CENTER,"2601 E CHAPMAN AVE ORANGE, CA 92869 (33.787878, -117.827058)",CA,ORANGE,"88,160","36,598",39.3,43.3,1.0,13.5,39.7,2.5,62865009419.0,Chapman Hills Elementary,33.789451,-117.76798600000001,Elementary,public,78.79,27.2,505.0,21.2,1.78,11.29,37.03,45.35,4.16,0.39
92869,27.0,19.9,27.1,50745.0,CHAPMAN GLOBAL MEDICAL CENTER,"2601 E CHAPMAN AVE ORANGE, CA 92869 (33.787878, -117.827058)",CA,ORANGE,"88,160","36,598",39.3,43.3,1.0,13.5,39.7,2.5,62865004425.0,El Modena High,33.790453,-117.81136000000001,High,public,68.39,22.3,2092.0,42.5,1.63,7.46,63.72,25.43,1.43,0.33
92869,27.0,19.9,27.1,50745.0,CHAPMAN GLOBAL MEDICAL CENTER,"2601 E CHAPMAN AVE ORANGE, CA 92869 (33.787878, -117.827058)",CA,ORANGE,"88,160","36,598",39.3,43.3,1.0,13.5,39.7,2.5,62865004427.0,Esplanade Elementary,33.792902000000005,-117.80893999999999,Elementary,public,22.0,26.0,365.0,87.1,1.37,2.74,92.88,1.92,0.82,0.27
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004755.0,Brookhaven Elementary,33.895688,-117.860455,Elementary,public,92.9,27.6,553.0,14.1,0.72,16.46,30.2,51.18,0.9,0.54
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004775.0,Charles Wagner Elementary,33.891652,-117.851786,Elementary,public,87.32,24.7,470.0,19.8,0.85,17.02,33.62,44.47,3.4,0.64
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004772.0,Col. J. K. Tuffree Middle,33.900715999999996,-117.86458200000001,Middle,public,87.13,25.4,746.0,29.8,1.74,12.06,42.09,40.62,3.49,0.0
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004756.0,El Camino Real Continuation High,33.868854999999996,-117.83758200000001,High,public,14.58,14.0,186.0,65.1,3.23,1.61,70.43,24.19,0.54,-0.0
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004757.0,El Dorado High,33.892148,-117.85613500000001,High,public,88.76,24.7,1930.0,20.9,1.35,11.19,31.87,52.07,3.01,0.51
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004763.0,Golden Elementary,33.903189000000005,-117.85119499999999,Elementary,public,98.16,28.9,811.0,9.6,0.86,48.09,16.52,30.7,3.45,0.38
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004764.0,John O. Tynes Elementary,33.872912,-117.856251,Elementary,public,72.57,27.3,875.0,66.1,0.8,14.06,70.29,13.03,1.6,0.22
92870,28.0,23.2,29.7,50589.0,PLACENTIA LINDA HOSPITAL,"1301 N ROSE DRIVE PLACENTIA, CA 92870 (33.886612, -117.842096)",CA,ORANGE,"80,037","53,642",36.4,42.4,1.4,15.4,38.2,2.6,63066004765.0,Kraemer Middle,33.876275,-117.86573899999999,Middle,public,84.58,26.3,995.0,41.1,1.11,32.46,46.13,17.69,2.21,0.4
92688,31.0,17.5,22.3,,,,,,"100,694","45,062",34.8,64.7,1.3,11.4,19.2,3.4,60744000745.0,Arroyo Vista Elementary,33.623358,-117.615303,Elementary,public,87.86,26.2,577.0,12.0,2.08,11.61,14.73,61.01,10.23,0.34
